STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,subjnmon,Subjective and non-monetary indicator,hhtyp,Type of household,incgrp,Income situation in relation to the risk of poverty threshold,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,MT,Malta,2024,,10.9,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,NL,Netherlands,2020,,4.0,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,NL,Netherlands,2021,,2.4,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,NL,Netherlands,2022,,3.1,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,NL,Netherlands,2023,,4.4,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,NL,Netherlands,2024,,4.1,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,NO,Norway,2020,,2.6,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,NO,Norway,2021,,3.1,,b,break in time series,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,NO,Norway,2022,,4.0,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,NO,Norway,2023,,5.2,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,NO,Norway,2024,,5.4,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,PL,Poland,2020,,10.5,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,PL,Poland,2021,,8.7,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,PL,Poland,2022,,10.1,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,PL,Poland,2023,,9.8,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,PL,Poland,2024,,7.6,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,PT,Portugal,2020,,10.2,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,PT,Portugal,2021,,7.9,,b,break in time series,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,PT,Portugal,2022,,11.0,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,PT,Portugal,2023,,12.4,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,PT,Portugal,2024,,10.5,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,RO,Romania,2020,,18.0,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,RO,Romania,2021,,15.4,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,RO,Romania,2022,,13.0,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,RO,Romania,2023,,14.4,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,RO,Romania,2024,,12.2,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,RS,Serbia,2020,,24.8,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,RS,Serbia,2021,,28.2,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,RS,Serbia,2022,,23.4,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,RS,Serbia,2023,,20.4,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,SE,Sweden,2020,,2.8,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,SE,Sweden,2021,,2.5,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,SE,Sweden,2022,,3.1,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,SE,Sweden,2023,,4.6,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,SE,Sweden,2024,,4.8,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,SI,Slovenia,2020,,10.3,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,SI,Slovenia,2021,,6.9,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,SI,Slovenia,2022,,9.3,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,SI,Slovenia,2023,,8.1,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,SI,Slovenia,2024,,7.8,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,SK,Slovakia,2020,,19.1,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,SK,Slovakia,2021,,16.5,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,SK,Slovakia,2022,,16.8,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,SK,Slovakia,2023,,19.0,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,SK,Slovakia,2024,,18.1,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,TR,Türkiye,2020,,14.8,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,TR,Türkiye,2021,,20.8,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,TR,Türkiye,2022,,24.9,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,TR,Türkiye,2023,,25.8,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,TR,Türkiye,2024,,24.8,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,AL,Albania,2020,,39.0,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,AL,Albania,2021,,45.0,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,AT,Austria,2020,,16.5,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,AT,Austria,2021,,17.1,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,AT,Austria,2022,,14.2,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,AT,Austria,2023,,18.0,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,AT,Austria,2024,,16.1,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,BE,Belgium,2020,,21.3,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,BE,Belgium,2021,,21.6,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,BE,Belgium,2022,,25.4,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,BE,Belgium,2023,,21.8,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,BE,Belgium,2024,,23.8,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,BG,Bulgaria,2020,,34.1,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,BG,Bulgaria,2021,,31.8,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,BG,Bulgaria,2022,,36.3,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,BG,Bulgaria,2023,,37.3,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,BG,Bulgaria,2024,,39.8,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,CH,Switzerland,2020,,15.2,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,CH,Switzerland,2021,,14.9,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,CH,Switzerland,2022,,17.9,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,CH,Switzerland,2023,,15.7,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,CY,Cyprus,2020,,34.0,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,CY,Cyprus,2021,,33.5,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,CY,Cyprus,2022,,37.6,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,CY,Cyprus,2023,,40.0,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,CY,Cyprus,2024,,31.9,,b,break in time series,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,CZ,Czechia,2020,,23.6,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,CZ,Czechia,2021,,20.2,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,CZ,Czechia,2022,,22.1,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,CZ,Czechia,2023,,22.1,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,CZ,Czechia,2024,,28.5,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,DE,Germany,2020,,9.9,,bu,"break in time series, low reliability",,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,DE,Germany,2021,,10.9,,u,low reliability,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,DE,Germany,2022,,14.1,,u,low reliability,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,DE,Germany,2023,,15.4,,u,low reliability,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_D,Households making ends meet with difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,DE,Germany,2024,,13.1,,,,,
