STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),na_item,National accounts indicator (ESA 2010),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",HR,Croatia,2021,,0.18,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",HR,Croatia,2022,,0.32,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",HR,Croatia,2023,,0.14,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",HR,Croatia,2024,,0.01,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",HU,Hungary,2020,,-0.28,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",HU,Hungary,2021,,0.21,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",HU,Hungary,2022,,0.51,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",HU,Hungary,2023,,-0.08,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",HU,Hungary,2024,,0.09,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",IE,Ireland,2020,,-0.27,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",IE,Ireland,2021,,0.08,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",IE,Ireland,2022,,0.29,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",IE,Ireland,2023,,0.04,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",IE,Ireland,2024,,-0.04,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",IS,Iceland,2020,,-0.55,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",IS,Iceland,2021,,0.24,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",IS,Iceland,2022,,0.46,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",IS,Iceland,2023,,0.22,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",IS,Iceland,2024,,0.01,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",IT,Italy,2020,,-0.58,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",IT,Italy,2021,,0.12,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",IT,Italy,2022,,0.35,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",IT,Italy,2023,,0.16,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",IT,Italy,2024,,0.00,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",LT,Lithuania,2020,,-0.23,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",LT,Lithuania,2021,,0.05,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",LT,Lithuania,2022,,0.17,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",LT,Lithuania,2023,,0.04,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",LT,Lithuania,2024,,0.07,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",LU,Luxembourg,2020,,-0.11,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",LU,Luxembourg,2021,,0.23,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",LU,Luxembourg,2022,,0.05,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",LU,Luxembourg,2023,,0.02,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",LU,Luxembourg,2024,,0.07,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",LV,Latvia,2020,,-0.75,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CON_PPCH_PRE,"Contribution to GDP growth, percentage point change on previous period",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",LV,Latvia,2021,,-0.05,,,,,
